Date,PartID,PartName,ServiceCenter,VehicleModel,QtyOrdered,UnitCost,LeadTimeDays
3/2/2024,P008,Suspension Arm,Austin,Model X,383,311,4
6/15/2024,P011,Fuse Box,New York,Model S,107,891,27
6/18/2024,P008,Battery Module,Shanghai,Model Y,125,815,27
10/30/2024,P006,Windshield,Shanghai,Cybertruck,290,542,21
4/12/2024,P004,Air Filter,Austin,Model S,447,1433,20
1/28/2024,P020,Infotainment Screen,Shanghai,Cybertruck,313,1438,3
3/24/2024,P003,Windshield,Austin,Model 3,93,573,12
5/13/2024,P012,Tire Set,Shanghai,Model X,159,1419,28
2/28/2024,P011,Motor Assembly,New York,Model Y,168,107,19
3/30/2024,P005,Fuse Box,Berlin,Model 3,358,250,6
3/10/2024,P008,Battery Module,New York,Cybertruck,385,335,17
7/3/2024,P011,Mirror Assembly,Austin,Model 3,409,579,15
2/29/2024,P011,Coolant Pump,Fremont,Model X,363,1937,22
5/24/2024,P020,Bumper Cover,Shanghai,Model X,487,1369,23
6/16/2024,P003,Tire Set,Austin,Cybertruck,72,1771,6
3/6/2024,P011,Headlight Assembly,Berlin,Model S,468,1719,6
5/3/2024,P006,Coolant Pump,Berlin,Model S,62,892,4
7/31/2024,P006,Coolant Pump,Berlin,Model 3,196,1263,13
6/30/2024,P018,Steering Wheel,Shanghai,Model S,177,1730,24
3/11/2024,P005,Battery Module,Berlin,Model S,17,996,19
2/13/2024,P005,Steering Wheel,New York,Model X,120,518,25
12/5/2024,P019,Infotainment Screen,Fremont,Model 3,75,1628,16
7/13/2024,P005,Fuse Box,Shanghai,Model Y,384,1930,20
2/26/2024,P001,Steering Wheel,Fremont,Cybertruck,336,621,15
10/18/2024,P001,Air Filter,New York,Model 3,72,178,16
2/26/2024,P007,Air Filter,Fremont,Cybertruck,391,688,24
6/19/2024,P009,Coolant Pump,Shanghai,Model Y,291,1632,24
10/26/2024,P016,Air Filter,New York,Model S,73,652,24
11/13/2024,P009,Steering Wheel,New York,Model S,251,834,28
3/23/2024,P012,Steering Wheel,Berlin,Model 3,41,606,22
11/12/2024,P011,AC Compressor,New York,Model S,283,1913,16
4/3/2024,P012,AC Compressor,Berlin,Model Y,385,288,13
9/23/2024,P010,Windshield,Shanghai,Cybertruck,108,1553,15
11/28/2024,P009,AC Compressor,Shanghai,Model 3,360,113,18
6/9/2024,P013,Seat Belt Kit,New York,Model 3,31,819,25
4/11/2024,P012,Tire Set,Berlin,Model X,452,1191,8
4/21/2024,P009,Fuse Box,New York,Model 3,398,547,14
3/6/2024,P019,Coolant Pump,Austin,Cybertruck,281,1125,10
4/19/2024,P004,Tire Set,Shanghai,Cybertruck,426,980,8
4/29/2024,P001,Door Handle,Berlin,Model Y,422,1112,6
10/5/2024,P013,AC Compressor,Shanghai,Model S,36,1681,28
8/29/2024,P002,Coolant Pump,Fremont,Cybertruck,104,338,18
5/27/2024,P008,Motor Assembly,Austin,Model Y,139,219,29
8/29/2024,P012,Steering Wheel,New York,Cybertruck,96,1253,25
8/9/2024,P013,Radiator,Fremont,Model Y,437,1825,13
9/27/2024,P013,Battery Module,Fremont,Model 3,203,419,22
10/12/2024,P001,Air Filter,Austin,Model Y,475,1569,9
1/4/2024,P008,Tire Set,Austin,Cybertruck,273,109,7
11/15/2024,P005,Steering Wheel,Fremont,Model S,345,911,7
11/16/2024,P019,Bumper Cover,Berlin,Model X,385,1801,14
1/8/2024,P020,Air Filter,New York,Model X,362,1217,24
2/21/2024,P017,Radiator,Berlin,Model X,203,788,29
5/21/2024,P019,Radiator,Berlin,Model Y,273,840,11
11/9/2024,P002,Air Filter,Berlin,Model 3,346,1729,14
9/23/2024,P012,Charging Cable,Fremont,Model S,400,1422,29
11/10/2024,P001,Radiator,Berlin,Model Y,448,1611,16
10/6/2024,P012,Coolant Pump,Berlin,Model 3,301,1712,5
3/28/2024,P019,Infotainment Screen,Fremont,Model Y,292,1416,28
6/8/2024,P012,AC Compressor,Fremont,Model X,113,899,24
10/28/2024,P001,Motor Assembly,New York,Model Y,114,788,21
1/28/2024,P003,Infotainment Screen,Shanghai,Model Y,161,699,5
1/16/2024,P001,Seat Belt Kit,Shanghai,Model S,95,1255,12
10/24/2024,P001,Bumper Cover,Austin,Model S,362,1899,25
12/24/2024,P009,Shock Absorber,New York,Model S,68,483,23
9/28/2024,P001,Windshield,New York,Model Y,307,1802,4
4/9/2024,P012,Brake Pad Set,Austin,Model Y,175,80,29
7/22/2024,P005,Mirror Assembly,Shanghai,Model S,381,1620,28
7/8/2024,P015,Motor Assembly,New York,Model X,220,385,27
2/3/2024,P015,Windshield,Fremont,Model X,446,1279,14
10/20/2024,P015,Bumper Cover,Shanghai,Model S,123,1160,7
10/4/2024,P017,Door Handle,Fremont,Model S,466,1080,11
12/1/2024,P009,Fuse Box,New York,Model 3,170,70,22
12/9/2024,P014,Suspension Arm,Fremont,Model S,366,1653,14
9/15/2024,P018,Steering Wheel,Austin,Model Y,249,1231,14
9/13/2024,P016,Tire Set,Shanghai,Model S,232,1975,11
2/22/2024,P009,Shock Absorber,New York,Model Y,66,448,10
7/10/2024,P015,Bumper Cover,Austin,Model 3,229,540,17
6/20/2024,P020,Steering Wheel,Austin,Model X,101,1245,28
2/16/2024,P015,Seat Belt Kit,New York,Model 3,451,1422,15
7/9/2024,P009,Headlight Assembly,Fremont,Model S,255,683,9
2/10/2024,P002,Windshield,Austin,Cybertruck,99,1251,7
7/12/2024,P011,Headlight Assembly,Shanghai,Model 3,232,557,12
3/6/2024,P003,Suspension Arm,Austin,Model Y,224,92,4
2/12/2024,P010,Bumper Cover,Austin,Cybertruck,5,924,23
7/8/2024,P009,Infotainment Screen,Fremont,Model S,215,1650,13
3/29/2024,P016,Mirror Assembly,Shanghai,Cybertruck,122,1689,12
6/24/2024,P010,Infotainment Screen,Shanghai,Model S,68,1067,14
1/26/2024,P008,AC Compressor,Shanghai,Cybertruck,483,322,28
4/8/2024,P004,Bumper Cover,Shanghai,Model X,202,582,9
3/1/2024,P008,Air Filter,Austin,Model S,37,316,15
9/6/2024,P015,AC Compressor,Shanghai,Model Y,10,310,3
11/13/2024,P010,Suspension Arm,New York,Model S,79,580,5
8/12/2024,P012,Mirror Assembly,Berlin,Model 3,247,1209,19
3/22/2024,P015,Brake Pad Set,Berlin,Model S,2,1744,22
6/30/2024,P001,Headlight Assembly,New York,Model X,71,1691,9
7/6/2024,P008,Suspension Arm,Austin,Model X,277,175,23
2/13/2024,P020,Bumper Cover,New York,Model Y,41,186,19
11/7/2024,P015,Coolant Pump,Fremont,Model S,462,303,9
9/15/2024,P015,Radiator,Austin,Cybertruck,352,1784,25
4/7/2024,P011,Coolant Pump,Fremont,Model 3,55,1300,13
12/18/2024,P016,Shock Absorber,Berlin,Model X,368,331,6
3/31/2024,P010,Brake Pad Set,Shanghai,Model X,495,527,4
11/10/2024,P004,Fuse Box,Fremont,Model S,250,318,10
11/24/2024,P010,Infotainment Screen,Berlin,Model X,243,1850,5
5/20/2024,P018,Radiator,Fremont,Model Y,189,1377,16
11/4/2024,P017,Headlight Assembly,Austin,Model 3,89,547,19
9/8/2024,P016,Coolant Pump,Austin,Model X,135,1917,10
7/26/2024,P020,Headlight Assembly,Shanghai,Cybertruck,472,1915,9
6/27/2024,P007,Bumper Cover,Austin,Model X,337,119,4
10/24/2024,P019,Battery Module,Austin,Cybertruck,415,1759,9
7/5/2024,P019,Brake Pad Set,Fremont,Model Y,62,696,22
11/20/2024,P005,AC Compressor,Berlin,Cybertruck,273,1860,8
4/19/2024,P010,Infotainment Screen,Fremont,Model S,454,885,16
8/6/2024,P004,Bumper Cover,Fremont,Model 3,482,1510,4
12/13/2024,P007,Mirror Assembly,Shanghai,Model S,103,1239,19
1/3/2024,P018,Battery Module,Fremont,Model X,397,1845,4
2/10/2024,P011,Mirror Assembly,Austin,Model 3,354,1870,9
5/4/2024,P001,Bumper Cover,Austin,Model X,2,1843,15
9/13/2024,P004,Charging Cable,Austin,Model 3,209,389,13
7/11/2024,P016,Mirror Assembly,Berlin,Model X,103,1726,17
4/24/2024,P001,Mirror Assembly,Shanghai,Cybertruck,489,1260,27
3/10/2024,P001,Bumper Cover,Austin,Model X,438,871,11
11/1/2024,P017,Mirror Assembly,Shanghai,Model X,5,1421,24
12/1/2024,P002,Bumper Cover,New York,Cybertruck,12,862,23
4/6/2024,P003,Headlight Assembly,Austin,Model Y,308,1823,5
8/3/2024,P017,Radiator,Austin,Cybertruck,299,786,19
11/10/2024,P002,Seat Belt Kit,Fremont,Model Y,191,1853,16
8/11/2024,P002,Battery Module,New York,Model Y,488,1464,20
11/25/2024,P008,Radiator,Austin,Model Y,247,861,22
11/14/2024,P007,Infotainment Screen,New York,Model X,279,1573,24
10/7/2024,P019,AC Compressor,Shanghai,Cybertruck,400,451,5
11/28/2024,P019,Coolant Pump,Shanghai,Cybertruck,50,1246,27
5/8/2024,P011,Headlight Assembly,Austin,Model 3,262,517,21
4/8/2024,P011,Door Handle,Fremont,Model X,468,1881,11
9/26/2024,P019,Charging Cable,Berlin,Model S,191,256,23
9/3/2024,P011,Suspension Arm,Fremont,Model S,304,1846,27
7/4/2024,P013,AC Compressor,Berlin,Model X,434,1682,15
8/31/2024,P003,Charging Cable,Austin,Cybertruck,351,633,13
2/7/2024,P001,Coolant Pump,Austin,Model X,78,1213,4
9/13/2024,P005,Shock Absorber,Austin,Model S,57,1451,19
12/5/2024,P003,Charging Cable,Austin,Model Y,62,1517,4
9/4/2024,P003,Coolant Pump,Austin,Model Y,413,1911,19
5/12/2024,P012,Suspension Arm,Fremont,Cybertruck,442,69,27
2/13/2024,P004,Radiator,Shanghai,Model 3,243,1644,13
7/11/2024,P018,Tire Set,Fremont,Model Y,162,1027,23
2/26/2024,P018,Fuse Box,Shanghai,Model Y,222,1714,21
9/4/2024,P019,Battery Module,Austin,Model Y,190,358,3
4/13/2024,P004,Tire Set,New York,Cybertruck,101,1687,28
2/14/2024,P002,Infotainment Screen,Berlin,Cybertruck,132,994,21
2/29/2024,P005,Mirror Assembly,Berlin,Model X,280,278,28
3/6/2024,P012,Brake Pad Set,Fremont,Model S,362,1383,3
8/10/2024,P009,Infotainment Screen,Shanghai,Model Y,66,1132,3
2/16/2024,P012,Infotainment Screen,Shanghai,Model S,110,1040,12
8/25/2024,P013,AC Compressor,Shanghai,Model 3,459,518,18
1/26/2024,P013,Tire Set,Shanghai,Model Y,358,1593,28
11/2/2024,P018,Air Filter,Austin,Model Y,155,930,9
4/3/2024,P019,Door Handle,New York,Model 3,126,1502,9
4/19/2024,P020,Mirror Assembly,Berlin,Cybertruck,456,643,8
9/17/2024,P001,Fuse Box,Berlin,Model X,151,297,9
9/10/2024,P012,Coolant Pump,Fremont,Cybertruck,378,583,7
10/21/2024,P002,Infotainment Screen,New York,Model S,464,1837,28
11/19/2024,P004,Infotainment Screen,New York,Model 3,299,1162,13
2/9/2024,P005,Headlight Assembly,Fremont,Model Y,33,1899,20
10/18/2024,P020,Air Filter,New York,Model Y,424,1817,16
9/10/2024,P010,Mirror Assembly,Fremont,Model S,426,880,6
4/6/2024,P001,Infotainment Screen,Shanghai,Model Y,43,593,5
1/26/2024,P010,Mirror Assembly,Fremont,Cybertruck,47,1272,27
4/13/2024,P015,Radiator,New York,Model 3,55,1878,18
4/12/2024,P008,AC Compressor,New York,Cybertruck,413,983,29
3/15/2024,P017,Windshield,Shanghai,Cybertruck,379,1741,4
3/25/2024,P012,Door Handle,Berlin,Model X,36,1869,26
8/1/2024,P005,Suspension Arm,Berlin,Model 3,456,1374,5
4/22/2024,P006,Coolant Pump,New York,Model X,180,1990,15
11/7/2024,P016,Mirror Assembly,Austin,Model X,239,221,7
2/26/2024,P007,Infotainment Screen,Berlin,Model Y,85,442,20
4/10/2024,P019,Coolant Pump,Berlin,Model S,217,1574,23
9/6/2024,P009,Battery Module,Austin,Model X,16,268,15
5/14/2024,P019,AC Compressor,New York,Model Y,14,1129,3
5/20/2024,P017,Coolant Pump,Berlin,Model Y,296,1174,27
3/24/2024,P019,Door Handle,Shanghai,Model 3,86,1209,12
7/25/2024,P010,Steering Wheel,Austin,Model X,364,1415,17
8/17/2024,P017,Seat Belt Kit,Shanghai,Cybertruck,183,264,11
12/21/2024,P014,Battery Module,Austin,Model S,1,423,24
10/28/2024,P014,Bumper Cover,Berlin,Cybertruck,281,1524,19
3/1/2024,P020,Door Handle,Fremont,Model X,495,824,3
8/4/2024,P015,Door Handle,New York,Cybertruck,62,1375,21
2/25/2024,P019,Door Handle,New York,Model X,155,1433,9
1/29/2024,P007,Motor Assembly,Berlin,Cybertruck,199,1691,11
4/20/2024,P016,Steering Wheel,Fremont,Model X,336,1420,15
4/1/2024,P020,Bumper Cover,Austin,Model 3,371,442,18
5/21/2024,P009,Headlight Assembly,Austin,Model Y,107,558,6
4/11/2024,P019,Steering Wheel,Shanghai,Model Y,242,1129,10
3/11/2024,P017,Charging Cable,New York,Model 3,274,116,23
1/13/2024,P019,Shock Absorber,Shanghai,Model Y,380,451,24
6/5/2024,P020,AC Compressor,Fremont,Model X,68,1856,29
3/21/2024,P012,Air Filter,Berlin,Cybertruck,59,1488,24
4/9/2024,P002,Shock Absorber,Austin,Model S,146,1133,26
3/23/2024,P004,Shock Absorber,Austin,Model S,17,1928,19
8/5/2024,P008,Seat Belt Kit,Fremont,Model 3,187,1083,20
8/24/2024,P011,Radiator,Austin,Model Y,100,132,14
5/4/2024,P011,Charging Cable,Berlin,Cybertruck,124,696,13
7/19/2024,P012,Tire Set,Fremont,Model S,434,1156,4
1/2/2024,P005,Windshield,New York,Cybertruck,192,1322,23
3/2/2024,P018,Charging Cable,Shanghai,Model S,325,565,29
1/20/2024,P015,Air Filter,New York,Cybertruck,479,1177,6
7/28/2024,P017,Bumper Cover,Austin,Model Y,354,1126,27
12/11/2024,P009,Motor Assembly,Shanghai,Model X,121,354,10
6/28/2024,P004,Suspension Arm,Austin,Model X,213,408,18
3/2/2024,P014,Seat Belt Kit,New York,Cybertruck,389,1914,16
9/29/2024,P009,Battery Module,New York,Model Y,52,1877,22
10/21/2024,P009,Charging Cable,Fremont,Model X,451,863,8
8/28/2024,P017,Coolant Pump,Austin,Model X,279,1784,23
9/7/2024,P012,Air Filter,Shanghai,Model X,478,1209,28
1/10/2024,P007,Door Handle,Fremont,Cybertruck,191,657,23
7/5/2024,P012,AC Compressor,Fremont,Model S,1,1050,12
4/19/2024,P012,Charging Cable,New York,Model S,228,1252,29
1/28/2024,P006,Air Filter,Berlin,Model 3,45,448,16
3/1/2024,P016,Shock Absorber,Austin,Model 3,493,827,9
2/27/2024,P002,Seat Belt Kit,New York,Model Y,479,1271,22
10/26/2024,P010,Fuse Box,Austin,Model S,64,601,15
12/4/2024,P004,Headlight Assembly,Berlin,Model X,133,1797,22
9/8/2024,P005,AC Compressor,New York,Cybertruck,87,637,27
9/12/2024,P005,Tire Set,Berlin,Model S,81,278,5
5/24/2024,P007,Tire Set,Berlin,Model X,182,812,3
3/19/2024,P002,Fuse Box,New York,Model S,4,1183,27
12/6/2024,P019,Shock Absorber,New York,Model S,297,1296,6
10/20/2024,P018,Brake Pad Set,Berlin,Model Y,224,551,15
10/12/2024,P007,Steering Wheel,Austin,Model X,311,1905,20
10/14/2024,P014,AC Compressor,Shanghai,Model S,209,419,19
8/1/2024,P015,Seat Belt Kit,New York,Model S,71,1459,14
1/20/2024,P020,Infotainment Screen,Fremont,Model S,434,1119,16
12/23/2024,P015,Brake Pad Set,Berlin,Cybertruck,444,781,28
8/17/2024,P020,Door Handle,Shanghai,Model Y,215,554,9
3/4/2024,P014,Brake Pad Set,Shanghai,Cybertruck,295,1351,29
2/5/2024,P003,Charging Cable,Shanghai,Model S,271,985,23
7/29/2024,P003,Bumper Cover,Berlin,Cybertruck,65,923,13
6/19/2024,P012,Battery Module,Shanghai,Model S,376,895,9
1/26/2024,P002,Infotainment Screen,Shanghai,Cybertruck,64,157,12
9/19/2024,P004,Radiator,New York,Cybertruck,146,142,29
10/16/2024,P008,Headlight Assembly,Shanghai,Model Y,254,497,20
6/12/2024,P009,Door Handle,Shanghai,Model X,454,136,18
3/2/2024,P003,AC Compressor,Austin,Cybertruck,19,1092,20
3/26/2024,P003,Bumper Cover,Austin,Model Y,434,1770,5
3/13/2024,P011,Brake Pad Set,New York,Model S,109,1847,7
2/29/2024,P006,Suspension Arm,Berlin,Model 3,361,1029,11
11/15/2024,P001,Suspension Arm,Shanghai,Model X,9,354,27
6/26/2024,P009,Coolant Pump,New York,Model S,50,939,5
2/21/2024,P012,Fuse Box,Fremont,Model X,172,503,16
5/24/2024,P013,Seat Belt Kit,Fremont,Model 3,225,1686,14
11/11/2024,P014,Bumper Cover,New York,Model X,105,1825,5
3/17/2024,P008,Bumper Cover,Austin,Model S,212,370,23
4/28/2024,P015,Bumper Cover,Berlin,Model S,12,826,19
7/27/2024,P010,Charging Cable,Fremont,Model Y,345,152,22
6/30/2024,P019,Fuse Box,Austin,Model X,192,1554,29
5/17/2024,P006,Battery Module,Austin,Model 3,125,189,16
5/4/2024,P016,Battery Module,Fremont,Model S,232,287,8
6/1/2024,P010,Coolant Pump,Shanghai,Cybertruck,346,1770,17
1/18/2024,P013,Air Filter,New York,Cybertruck,21,743,13
3/4/2024,P008,Motor Assembly,Fremont,Model S,444,565,28
8/23/2024,P004,Fuse Box,Berlin,Model S,131,560,26
3/19/2024,P008,Mirror Assembly,Austin,Cybertruck,156,81,15
2/28/2024,P008,Radiator,New York,Model 3,233,704,27
9/7/2024,P011,Bumper Cover,Austin,Cybertruck,475,216,14
11/9/2024,P001,AC Compressor,Fremont,Model X,261,1045,9
3/1/2024,P011,Headlight Assembly,Fremont,Model Y,245,1150,28
4/27/2024,P005,Shock Absorber,Fremont,Model Y,136,406,15
3/19/2024,P015,Steering Wheel,Berlin,Model S,42,320,23
8/24/2024,P009,Seat Belt Kit,New York,Cybertruck,455,72,14
11/22/2024,P011,Fuse Box,Fremont,Model S,84,1551,9
6/19/2024,P011,Mirror Assembly,Austin,Cybertruck,268,1411,22
8/31/2024,P015,Fuse Box,Berlin,Model X,461,1595,25
7/26/2024,P012,Bumper Cover,Berlin,Model 3,317,1074,19
12/9/2024,P014,Motor Assembly,Shanghai,Model X,199,191,15
3/27/2024,P006,Battery Module,Fremont,Model Y,272,431,4
5/18/2024,P016,Headlight Assembly,Berlin,Cybertruck,455,653,24
3/28/2024,P013,Seat Belt Kit,Berlin,Model X,430,285,19
5/12/2024,P005,Coolant Pump,New York,Cybertruck,103,82,9
2/8/2024,P018,Infotainment Screen,New York,Cybertruck,36,1020,18
6/24/2024,P009,Charging Cable,Fremont,Model 3,436,1984,15
3/20/2024,P012,Windshield,Austin,Cybertruck,136,1006,17
1/20/2024,P009,Seat Belt Kit,Austin,Model S,447,69,4
8/8/2024,P017,Charging Cable,Berlin,Model Y,280,1051,28
12/2/2024,P014,Bumper Cover,Austin,Cybertruck,331,608,5
10/1/2024,P013,AC Compressor,Shanghai,Model Y,175,1116,15
7/6/2024,P005,Air Filter,Shanghai,Model S,20,1205,25
6/2/2024,P010,Windshield,New York,Model 3,425,529,22
5/22/2024,P009,Infotainment Screen,Shanghai,Cybertruck,315,1910,18
9/7/2024,P013,Motor Assembly,Berlin,Model 3,173,184,8
7/30/2024,P007,Mirror Assembly,Fremont,Model Y,183,465,26
5/28/2024,P014,Coolant Pump,Fremont,Cybertruck,202,1760,8
6/23/2024,P004,Infotainment Screen,Shanghai,Model X,99,1383,7
6/20/2024,P008,Tire Set,New York,Model S,156,660,17
5/13/2024,P005,Windshield,Berlin,Model X,48,129,9
4/25/2024,P013,Brake Pad Set,New York,Model 3,323,1839,7
12/22/2024,P020,Radiator,Austin,Model S,255,724,4
7/21/2024,P019,Air Filter,Shanghai,Model 3,331,1321,26
10/21/2024,P020,Door Handle,Fremont,Model S,203,604,8
5/25/2024,P015,Motor Assembly,Austin,Model X,40,175,20
8/25/2024,P007,Brake Pad Set,New York,Model X,122,1945,23
8/15/2024,P017,Battery Module,Austin,Cybertruck,330,1955,8
9/11/2024,P006,Windshield,Shanghai,Model 3,115,919,25
10/18/2024,P014,Mirror Assembly,Berlin,Cybertruck,328,183,13
6/4/2024,P014,Infotainment Screen,New York,Model X,379,1751,5
12/4/2024,P010,Shock Absorber,Fremont,Model S,288,279,29
12/15/2024,P014,Coolant Pump,Shanghai,Model S,95,1808,10
8/30/2024,P019,Charging Cable,New York,Model S,233,1755,10
7/25/2024,P020,Windshield,Austin,Model 3,196,1280,23
9/10/2024,P011,Mirror Assembly,Austin,Cybertruck,353,1606,19
9/14/2024,P010,Brake Pad Set,Fremont,Model Y,419,1809,16
3/13/2024,P015,Motor Assembly,Fremont,Model X,23,1457,24
2/4/2024,P002,Motor Assembly,Fremont,Model S,414,1027,13
5/8/2024,P019,Radiator,Berlin,Model Y,277,1059,28
7/6/2024,P012,Battery Module,Fremont,Model S,447,1129,24
11/14/2024,P018,Mirror Assembly,Fremont,Model Y,51,531,23
4/4/2024,P014,Suspension Arm,Fremont,Model Y,25,65,17
8/7/2024,P002,Motor Assembly,Fremont,Model X,326,233,9
10/27/2024,P012,Battery Module,Austin,Model Y,312,1610,16
5/4/2024,P001,Bumper Cover,New York,Model 3,95,969,8
7/3/2024,P018,Coolant Pump,Fremont,Model S,230,836,27
2/6/2024,P012,Shock Absorber,Berlin,Model X,212,1398,22
9/19/2024,P012,Charging Cable,Austin,Model 3,443,198,29
4/19/2024,P004,Windshield,Austin,Model Y,392,1546,15
6/26/2024,P017,Mirror Assembly,Berlin,Model X,209,1487,27
5/21/2024,P016,Radiator,Shanghai,Model 3,490,249,17
5/13/2024,P019,Windshield,New York,Model X,222,1451,3
5/28/2024,P001,Radiator,New York,Cybertruck,156,1558,18
10/14/2024,P020,Seat Belt Kit,Fremont,Model X,434,1665,19
9/14/2024,P017,Battery Module,Fremont,Model 3,429,1353,4
2/8/2024,P002,Fuse Box,Fremont,Model S,287,867,10
10/31/2024,P011,Mirror Assembly,Austin,Model Y,471,185,8
10/9/2024,P007,Suspension Arm,Fremont,Model S,417,1203,26
11/7/2024,P001,Coolant Pump,Austin,Model 3,221,439,4
1/14/2024,P006,Fuse Box,Berlin,Cybertruck,291,1381,18
12/24/2024,P020,Battery Module,Austin,Cybertruck,133,89,11
12/26/2024,P006,Tire Set,Austin,Cybertruck,224,201,11
10/7/2024,P005,Air Filter,New York,Model S,106,1886,6
2/22/2024,P011,Infotainment Screen,Berlin,Model X,269,1541,26
1/11/2024,P005,Radiator,Shanghai,Model X,400,1906,13
6/11/2024,P002,Mirror Assembly,Fremont,Model X,42,1160,7
7/1/2024,P010,Coolant Pump,Berlin,Model X,20,1532,4
7/4/2024,P014,Brake Pad Set,Shanghai,Cybertruck,21,353,9
2/6/2024,P020,Charging Cable,Austin,Model X,494,1956,14
1/9/2024,P020,Tire Set,Shanghai,Model Y,318,1132,26
1/28/2024,P018,Mirror Assembly,New York,Cybertruck,169,1428,8
11/6/2024,P013,Battery Module,Austin,Model S,382,1566,10
6/22/2024,P003,Infotainment Screen,New York,Model S,264,253,17
5/6/2024,P004,Door Handle,Berlin,Model 3,90,1709,6
3/10/2024,P019,Bumper Cover,New York,Model 3,305,1201,29
10/9/2024,P018,Bumper Cover,Shanghai,Model Y,249,725,6
9/22/2024,P012,Mirror Assembly,Austin,Model S,219,1693,17
5/30/2024,P018,Coolant Pump,Austin,Model S,157,473,14
5/28/2024,P014,Suspension Arm,Austin,Model Y,128,906,23
8/5/2024,P004,Fuse Box,Shanghai,Model Y,45,1437,13
5/5/2024,P010,AC Compressor,Shanghai,Model Y,64,726,3
1/3/2024,P009,Bumper Cover,New York,Model S,216,1828,10
7/5/2024,P020,Door Handle,Austin,Model Y,403,1910,29
2/12/2024,P016,Seat Belt Kit,New York,Cybertruck,141,1706,4
4/8/2024,P011,Motor Assembly,Austin,Model Y,443,1424,22
9/19/2024,P020,Shock Absorber,Austin,Model X,256,1856,6
7/8/2024,P001,Battery Module,Berlin,Model 3,169,784,4
2/11/2024,P010,Mirror Assembly,Berlin,Model S,137,1087,20
4/6/2024,P010,Tire Set,Austin,Model S,63,849,25
9/16/2024,P009,Door Handle,Berlin,Cybertruck,358,1360,19
8/5/2024,P001,Shock Absorber,Fremont,Model Y,395,1306,26
5/15/2024,P002,Suspension Arm,Austin,Model 3,22,95,5
12/5/2024,P015,Fuse Box,Austin,Model X,165,1377,7
5/24/2024,P008,Radiator,New York,Model S,438,1072,28
1/5/2024,P015,Door Handle,Fremont,Model S,253,981,12
5/15/2024,P017,Brake Pad Set,Fremont,Model Y,313,1041,21
1/7/2024,P010,Tire Set,Fremont,Model X,459,480,15
2/6/2024,P005,Radiator,Austin,Model X,81,124,4
11/6/2024,P005,Bumper Cover,Fremont,Model Y,80,508,19
3/7/2024,P011,Tire Set,Shanghai,Model S,23,1235,28
